service_date,time_period,route_or_line,gated_entries
2016-05-13,(18:30:00),Green Line,3005.4
2022-05-26,(07:30:00),Orange Line,3219.7
2022-03-01,(16:00:00),Blue Line,971.4
2022-02-10,(02:00:00),Orange Line,2.49
2021-05-31,(02:30:00),Red Line,6.02
2020-01-09,(18:00:00),Blue Line,1059.5
2019-03-12,(13:30:00),Orange Line,2955.44
2021-02-17,(13:00:00),Blue Line,507.3
2015-07-30,(11:30:00),Green Line,1534.33
2017-05-18,(11:00:00),Orange Line,2859.36
2018-11-04,(06:00:00),Red Line,697.72
2021-06-07,(10:00:00),Green Line,427.93
2018-02-09,(10:00:00),Red Line,3717.16
2016-09-12,(06:30:00),Red Line,6598.7
2018-01-11,(03:30:00),Red Line,3.7
2020-10-18,(11:30:00),Green Line,392.08000000000004
2019-07-21,(17:30:00),Orange Line,1930.37
2016-10-18,(08:00:00),Orange Line,9869.41
2021-01-27,(23:30:00),Blue Line,61.1
2020-09-23,(17:00:00),Green Line,940.55
2020-06-10,(23:30:00),Blue Line,64.3
2020-07-09,(19:00:00),Blue Line,273.8
2019-07-27,(19:00:00),Red Line,2569.83
2021-06-22,(14:00:00),Red Line,1919.5
2014-06-26,(09:30:00),Green Line,1242.13
2017-07-19,(15:30:00),Orange Line,5142.01
2018-09-25,(03:00:00),Green Line,0.42
2017-02-22,(12:30:00),Red Line,3632.39
2017-04-13,(21:00:00),Orange Line,2220.8
2018-07-08,(15:00:00),Silver Line,125.2
2021-03-11,(16:00:00),Blue Line,737.9
2015-03-13,(15:30:00),Orange Line,6129.28
2015-04-22,(10:30:00),Orange Line,3011.5
2018-08-15,(00:30:00),Red Line,154.72
2022-02-20,(07:30:00),Silver Line,19.5
2020-07-05,(20:00:00),Silver Line,25.2
2020-02-10,(09:00:00),Green Line,1617.83
2014-07-27,(13:30:00),Green Line,1442.5
2017-10-31,(05:30:00),Red Line,2687.62
2017-03-05,(19:00:00),Red Line,1370.69
2019-10-04,(08:30:00),Red Line,10480.76
2021-10-01,(06:30:00),Red Line,2423.98
2017-03-30,(01:30:00),Green Line,4.26
2018-01-22,(15:30:00),Orange Line,5420.3
2019-01-14,(10:30:00),Orange Line,2296.86
2021-02-03,(03:00:00),Red Line,1.0
2021-07-05,(06:00:00),Silver Line,16.9
2018-06-29,(05:30:00),Red Line,2332.34
2014-03-25,(16:30:00),Orange Line,8437.88
2019-09-27,(14:30:00),Green Line,2736.7799999999997
2014-09-27,(03:00:00),Blue Line,6.0
2020-10-09,(15:30:00),Green Line,876.6800000000001
2018-06-03,(13:00:00),Silver Line,77.4
2021-08-01,(23:30:00),Green Line,201.69
2020-01-14,(05:30:00),Blue Line,1226.0
2015-03-02,(08:00:00),Red Line,12971.59
2014-09-25,(21:00:00),Blue Line,534.6
2018-11-18,(03:30:00),Green Line,0.8300000000000001
2014-07-08,(17:30:00),Silver Line,925.8
2014-03-16,(00:00:00),Green Line,412.32
2017-07-11,(17:30:00),Silver Line,909.9
2018-11-27,(10:00:00),Blue Line,1141.4
2018-05-05,(17:30:00),Green Line,2030.33
2016-02-16,(10:00:00),Green Line,1149.38
2016-05-04,(14:00:00),Red Line,4746.42
2015-12-03,(17:00:00),Orange Line,10921.8
2017-11-01,(22:00:00),Blue Line,642.0
2021-12-08,(08:00:00),Green Line,838.4
2016-08-05,(03:30:00),Green Line,1.0
2015-04-19,(23:30:00),Green Line,469.43
2021-10-23,(10:30:00),Green Line,1000.49
2020-12-28,(17:00:00),Red Line,1562.47
2022-06-26,(02:30:00),Silver Line,1.8
2021-01-03,(21:00:00),Silver Line,23.9
2014-11-30,(07:30:00),Orange Line,819.27
2018-08-08,(10:00:00),Green Line,1092.05
2014-09-16,(03:00:00),Red Line,0.58
2014-02-09,(11:30:00),Silver Line,67.6
2019-07-31,(14:30:00),Silver Line,302.8
2018-09-15,(10:30:00),Blue Line,997.0
2016-04-08,(03:30:00),Silver Line,0.3
2018-01-12,(16:30:00),Red Line,8553.57
2018-08-10,(07:30:00),Silver Line,244.2
2019-04-02,(09:00:00),Silver Line,333.3
2021-07-21,(04:00:00),Orange Line,4.49
2019-03-30,(21:00:00),Red Line,1591.49
2020-09-07,(16:00:00),Blue Line,499.1
2017-03-22,(06:00:00),Red Line,4094.2
2016-05-23,(07:30:00),Red Line,11464.87
2017-10-14,(12:00:00),Silver Line,81.5
2018-01-11,(09:00:00),Green Line,1440.5
2016-01-13,(22:30:00),Orange Line,2956.63
2017-02-13,(08:00:00),Orange Line,5015.24
2018-10-01,(07:00:00),Green Line,1475.72
2019-08-24,(19:30:00),Red Line,2244.05
2016-09-16,(18:00:00),Blue Line,1597.4
2019-12-29,(01:30:00),Orange Line,9.46
2019-07-27,(06:30:00),Blue Line,714.0
2014-11-23,(13:00:00),Green Line,1592.99
2017-08-03,(18:30:00),Red Line,6906.38
2019-08-29,(03:30:00),Green Line,1.34
2017-10-11,(03:00:00),Blue Line,1.9
2017-06-14,(00:00:00),Orange Line,478.9
2017-02-03,(15:30:00),Red Line,6595.84
2014-12-04,(06:00:00),Blue Line,1687.0
2015-11-01,(19:00:00),Orange Line,1604.15
2017-03-27,(04:30:00),Green Line,39.43
2015-07-20,(21:00:00),Blue Line,595.4
2020-05-31,(07:00:00),Blue Line,9.2
2020-06-15,(02:00:00),Orange Line,0.9
2014-04-15,(06:30:00),Green Line,1012.88
2014-11-16,(14:30:00),Orange Line,2488.11
2020-11-11,(09:00:00),Orange Line,925.83
2017-06-18,(00:30:00),Silver Line,10.4
2015-03-21,(03:30:00),Blue Line,1.2
2020-09-07,(23:00:00),Orange Line,335.46
2018-07-05,(04:00:00),Orange Line,1.51
2018-09-15,(00:00:00),Orange Line,648.34
2016-05-08,(02:00:00),Green Line,1.57
2015-08-18,(15:30:00),Red Line,6410.13
2017-02-26,(01:00:00),Orange Line,29.08
2016-07-20,(14:30:00),Silver Line,274.5
2018-01-21,(05:30:00),Silver Line,7.5
2016-12-21,(12:00:00),Red Line,3793.87
2016-07-11,(10:30:00),Blue Line,1000.4
2020-04-24,(08:30:00),Green Line,90.28999999999999
2018-11-20,(08:30:00),Silver Line,494.7
2022-02-14,(05:30:00),Red Line,1133.09
2021-06-28,(19:00:00),Silver Line,66.6
2017-12-11,(01:00:00),Orange Line,61.86
2020-11-26,(00:30:00),Orange Line,20.65
2014-11-26,(14:00:00),Red Line,6334.11
2022-03-09,(23:00:00),Blue Line,267.6
2020-04-29,(20:00:00),Red Line,251.4
2015-05-12,(01:30:00),Silver Line,0.3
2022-05-11,(16:00:00),Blue Line,332.1
2016-09-07,(22:00:00),Green Line,1024.41
2019-05-25,(11:30:00),Orange Line,2584.0
2021-03-30,(22:00:00),Blue Line,222.2
2017-02-15,(01:30:00),Orange Line,14.24
2018-12-07,(05:00:00),Silver Line,4.9
2022-03-16,(08:30:00),Green Line,857.41
2016-12-10,(07:00:00),Green Line,336.4
2017-07-10,(08:30:00),Silver Line,357.3
2015-04-29,(09:30:00),Orange Line,4156.07
2016-01-22,(02:00:00),Silver Line,2.1
2016-01-04,(00:00:00),Orange Line,256.32
2015-07-05,(00:30:00),Red Line,124.07
2020-01-21,(08:30:00),Silver Line,450.4
2021-02-26,(01:00:00),Blue Line,19.6
2017-04-11,(18:30:00),Orange Line,4979.4
2020-07-23,(21:00:00),Silver Line,32.4
2020-06-11,(17:30:00),Silver Line,36.4
2015-09-18,(05:00:00),Silver Line,12.5
2017-01-30,(22:00:00),Green Line,1105.96
2017-02-16,(15:00:00),Blue Line,1660.8
2015-10-26,(10:30:00),Blue Line,759.3
2021-09-21,(14:00:00),Red Line,2531.26
2014-05-23,(14:00:00),Blue Line,1448.6
2016-11-15,(21:30:00),Silver Line,130.8
2014-06-27,(20:30:00),Green Line,1848.15
2014-10-09,(13:30:00),Orange Line,3724.66
2022-07-15,(18:00:00),Orange Line,2487.95
2015-09-18,(14:30:00),Green Line,2596.95
2018-02-17,(10:00:00),Blue Line,834.5
2019-08-11,(19:00:00),Blue Line,724.4
2017-02-05,(13:30:00),Red Line,2734.16
2015-01-23,(16:00:00),Blue Line,1621.1
2021-03-30,(17:00:00),Red Line,2233.25
2021-10-05,(23:00:00),Orange Line,1325.2
2017-10-28,(17:00:00),Blue Line,1240.7
2017-06-13,(11:30:00),Silver Line,137.4
2020-02-22,(11:30:00),Silver Line,85.7
2020-12-01,(20:30:00),Red Line,540.32
2019-11-30,(20:00:00),Red Line,1372.14
2021-02-15,(13:30:00),Green Line,482.64
2022-06-18,(12:00:00),Red Line,2287.57
2016-05-04,(16:00:00),Orange Line,6917.03
2017-09-26,(01:00:00),Green Line,21.72
2015-03-13,(14:30:00),Red Line,5980.66
2014-05-27,(19:30:00),Silver Line,254.0
2016-02-04,(12:00:00),Red Line,3568.01
2021-09-18,(13:30:00),Silver Line,63.9
2016-09-25,(05:00:00),Blue Line,17.8
2018-06-29,(09:30:00),Blue Line,1439.5
2014-05-13,(13:30:00),Orange Line,3348.15
2021-03-05,(16:00:00),Silver Line,97.9
2016-01-19,(07:00:00),Blue Line,2199.3
2015-01-02,(14:00:00),Blue Line,1189.8
2020-08-07,(11:30:00),Blue Line,432.0
2017-03-27,(13:00:00),Green Line,1334.3600000000001
2018-06-27,(16:00:00),Silver Line,579.7
2015-02-10,(20:30:00),Red Line,20.740000000000002
2021-05-21,(04:00:00),Orange Line,5.6
2017-04-30,(17:30:00),Silver Line,124.0
2018-09-20,(14:30:00),Green Line,1926.98
2019-01-20,(10:30:00),Green Line,532.94
2016-03-04,(00:30:00),Silver Line,29.1
2022-03-30,(23:30:00),Silver Line,39.4
2021-08-26,(09:30:00),Orange Line,1433.48
2018-01-17,(10:30:00),Blue Line,726.9
2017-09-18,(18:00:00),Orange Line,6448.58
2017-11-15,(15:30:00),Orange Line,5483.48
2021-05-13,(03:00:00),Green Line,1.0
2017-11-28,(14:30:00),Red Line,4649.42
2019-06-18,(14:00:00),Blue Line,1286.4
2017-04-06,(13:30:00),Silver Line,163.8
2020-12-15,(05:00:00),Red Line,623.03
2019-03-12,(03:30:00),Blue Line,1.6
2020-02-06,(17:30:00),Silver Line,1004.8
2014-01-28,(22:00:00),Silver Line,116.3
2015-09-23,(10:30:00),Blue Line,890.4
2015-05-17,(01:30:00),Blue Line,8.0
2019-10-01,(18:00:00),Orange Line,6642.11
2022-03-01,(10:00:00),Blue Line,645.2
2019-01-10,(00:00:00),Green Line,218.03
2022-03-30,(08:00:00),Blue Line,1678.8
2019-08-20,(14:30:00),Green Line,2056.69
2018-07-24,(09:00:00),Green Line,1648.23
2015-09-01,(13:30:00),Blue Line,1038.6
2019-12-16,(00:30:00),Orange Line,85.53999999999999
2015-07-03,(10:00:00),Red Line,3664.48
2015-02-18,(15:30:00),Blue Line,1203.5
2018-06-12,(00:30:00),Silver Line,13.9
2017-07-23,(17:00:00),Orange Line,2220.31
2014-07-03,(02:00:00),Green Line,5.0
2018-07-26,(03:30:00),Orange Line,7.41
2016-07-09,(05:00:00),Red Line,500.48
2018-10-17,(09:00:00),Orange Line,5564.29
2016-10-07,(08:00:00),Blue Line,3092.4
2020-09-10,(23:00:00),Green Line,200.99
2015-02-23,(00:00:00),Silver Line,25.8
2018-11-25,(09:00:00),Orange Line,973.4
2017-11-15,(17:00:00),Green Line,5316.96
2017-05-28,(08:00:00),Silver Line,34.7
2018-05-05,(09:30:00),Silver Line,57.9
2017-06-29,(17:30:00),Silver Line,914.9
2021-01-27,(04:00:00),Orange Line,5.15
2021-07-01,(07:00:00),Green Line,374.03
2016-03-20,(07:30:00),Green Line,297.64
2022-04-13,(04:30:00),Red Line,110.63
2017-05-30,(08:00:00),Orange Line,9269.93
2019-10-17,(07:00:00),Silver Line,356.8
2020-12-13,(08:30:00),Orange Line,48.010000000000005
2017-02-01,(06:30:00),Red Line,6214.95
2020-02-27,(14:30:00),Silver Line,253.4
2021-08-19,(12:00:00),Orange Line,1040.16
2020-11-29,(22:00:00),Silver Line,42.5
2014-09-24,(10:30:00),Orange Line,2902.02
2016-04-11,(16:00:00),Blue Line,1800.0
2020-12-11,(12:00:00),Blue Line,415.2
2014-11-26,(09:30:00),Orange Line,3492.4
2019-09-08,(06:30:00),Red Line,567.72
2015-08-25,(17:30:00),Green Line,4367.0
2014-12-30,(02:30:00),Red Line,2.7
2016-11-25,(12:00:00),Red Line,3333.5
2021-10-19,(22:00:00),Orange Line,788.15
2017-12-10,(15:30:00),Orange Line,2398.11
2016-06-09,(12:00:00),Silver Line,177.9
2016-11-13,(18:30:00),Orange Line,1557.49
2019-12-15,(05:30:00),Orange Line,286.07
2014-08-08,(14:00:00),Red Line,5475.43
2014-03-11,(14:30:00),Silver Line,195.0
2016-06-22,(20:00:00),Orange Line,2838.3
2021-04-10,(07:00:00),Red Line,577.62
2017-02-09,(18:00:00),Blue Line,271.9
2015-08-01,(23:00:00),Red Line,1784.24
2018-02-22,(23:30:00),Orange Line,704.97
2017-02-21,(21:30:00),Blue Line,507.0
2021-06-20,(11:30:00),Orange Line,894.46
2016-07-19,(20:30:00),Silver Line,158.4
2017-07-25,(04:00:00),Orange Line,4.9
2016-12-14,(07:00:00),Blue Line,2682.7
2016-07-27,(00:00:00),Green Line,370.68
2019-01-22,(13:30:00),Blue Line,947.2
2014-04-13,(19:30:00),Orange Line,1606.16
2016-02-17,(21:00:00),Green Line,1742.83
2016-11-10,(05:30:00),Red Line,2539.12
2016-07-24,(05:30:00),Green Line,88.8
2015-12-08,(05:30:00),Orange Line,2045.43
2020-11-22,(10:00:00),Red Line,649.78
2021-12-11,(06:00:00),Red Line,438.23
2014-12-07,(18:00:00),Orange Line,1963.6
2016-06-06,(19:30:00),Silver Line,221.8
2015-01-30,(06:30:00),Blue Line,1863.3
2020-08-16,(12:00:00),Silver Line,27.2
2021-02-28,(08:00:00),Orange Line,363.05
2014-09-22,(00:30:00),Silver Line,12.7
2017-03-13,(12:30:00),Green Line,1296.0
2015-05-17,(19:30:00),Silver Line,129.2
2014-12-15,(08:00:00),Blue Line,2702.8
2018-06-01,(14:30:00),Green Line,2176.51
2016-10-18,(13:00:00),Blue Line,1061.5
2018-01-22,(00:00:00),Silver Line,19.9
2017-06-26,(22:30:00),Blue Line,550.8
2016-04-04,(05:00:00),Green Line,190.65
2014-10-27,(03:30:00),Orange Line,3.0
2020-05-02,(05:30:00),Silver Line,3.1
2019-07-22,(05:00:00),Red Line,1590.83
2022-06-27,(01:30:00),Green Line,3.76
2014-05-21,(12:30:00),Silver Line,185.9
2020-08-26,(23:00:00),Red Line,493.85
2021-11-30,(12:00:00),Silver Line,57.7
2018-12-12,(19:00:00),Blue Line,884.3
2015-04-06,(15:00:00),Green Line,2625.56
2016-06-05,(01:30:00),Silver Line,0.9
2018-05-09,(03:30:00),Blue Line,1.1
2020-09-02,(05:00:00),Blue Line,511.9
2015-03-07,(22:30:00),Orange Line,1322.0
2014-08-07,(07:30:00),Green Line,2138.21
2020-01-29,(12:00:00),Green Line,1454.99
2014-06-07,(13:30:00),Silver Line,164.0
2014-06-18,(06:30:00),Silver Line,171.0
2015-08-17,(10:00:00),Silver Line,140.7
2018-05-31,(15:30:00),Green Line,2486.25
2014-08-23,(02:00:00),Silver Line,19.9
2020-05-07,(07:00:00),Red Line,653.16
2020-12-02,(06:00:00),Silver Line,43.8
2020-05-18,(21:00:00),Blue Line,5.0
2015-08-28,(01:30:00),Orange Line,344.55
2015-02-04,(02:00:00),Green Line,2.85
2018-05-24,(22:30:00),Blue Line,622.4
2015-08-16,(05:30:00),Blue Line,215.6
2014-06-20,(15:30:00),Green Line,3090.01
2017-04-08,(06:00:00),Silver Line,9.9
2018-08-23,(13:30:00),Green Line,1622.65
2022-04-21,(17:00:00),Orange Line,4482.14
2019-03-25,(03:00:00),Red Line,2.0
2015-12-01,(05:00:00),Silver Line,8.4
2022-04-02,(18:30:00),Silver Line,69.7
2017-05-24,(08:30:00),Orange Line,7875.17
2015-11-11,(22:00:00),Silver Line,121.6
2016-04-21,(11:30:00),Red Line,4407.61
2018-08-01,(23:30:00),Red Line,672.29
2014-01-05,(22:30:00),Silver Line,46.0
2015-03-02,(09:00:00),Blue Line,1463.5
2016-12-08,(02:00:00),Blue Line,0.2
2021-09-17,(15:00:00),Red Line,4117.67
2015-03-22,(14:30:00),Blue Line,729.2
2018-04-20,(00:00:00),Blue Line,297.2
2022-03-04,(18:00:00),Silver Line,169.6
2016-03-29,(05:00:00),Red Line,1955.79
2019-08-07,(08:30:00),Silver Line,359.2
2021-07-09,(16:30:00),Silver Line,120.5
2014-11-01,(21:30:00),Green Line,1974.28
2016-06-20,(18:00:00),Green Line,3846.1400000000003
2016-05-21,(22:00:00),Blue Line,583.7
2021-04-25,(07:00:00),Blue Line,338.9
2019-08-15,(13:30:00),Silver Line,191.0
2016-08-17,(08:30:00),Orange Line,7721.76
2014-12-05,(23:30:00),Silver Line,96.9
2019-12-01,(15:30:00),Red Line,2352.84
2014-01-07,(05:30:00),Green Line,330.42
2019-01-03,(12:00:00),Orange Line,2487.92
2016-06-11,(05:00:00),Orange Line,323.39
2018-04-27,(02:00:00),Orange Line,2.0
2020-10-29,(03:30:00),Blue Line,0.30000000000000004
2017-12-22,(00:30:00),Silver Line,9.2
2018-10-14,(18:00:00),Orange Line,2257.07
2020-10-29,(11:00:00),Red Line,877.51
2016-07-31,(00:30:00),Green Line,68.35
2014-07-28,(14:30:00),Green Line,1978.98
2014-10-17,(14:00:00),Red Line,5949.01
2016-01-21,(17:00:00),Blue Line,1879.4
2019-06-03,(20:30:00),Red Line,2316.24
2016-12-23,(00:30:00),Orange Line,204.35
2015-08-23,(04:00:00),Orange Line,0.66
2018-05-24,(00:00:00),Blue Line,269.6
2019-05-26,(16:00:00),Silver Line,224.8
2017-09-15,(10:30:00),Red Line,3477.8
2014-07-07,(07:00:00),Blue Line,2147.3
2014-07-16,(00:00:00),Green Line,374.45
2015-06-10,(23:00:00),Green Line,995.59
2017-01-15,(11:30:00),Blue Line,742.3
2015-09-09,(12:00:00),Red Line,4040.17
2016-04-13,(20:30:00),Red Line,2936.77
2017-10-19,(00:30:00),Orange Line,156.17000000000002
2019-03-10,(06:30:00),Red Line,391.93
2019-06-11,(08:00:00),Silver Line,592.4
2022-04-22,(22:30:00),Red Line,1353.46
2018-03-11,(21:30:00),Green Line,1061.9
2015-02-18,(22:30:00),Red Line,1415.28
2015-02-12,(18:00:00),Orange Line,6281.74
2022-01-29,(09:00:00),Red Line,217.37
2018-05-17,(23:30:00),Silver Line,68.3
2016-03-26,(06:00:00),Orange Line,844.79
2015-10-27,(01:00:00),Red Line,53.05
2018-02-15,(18:00:00),Orange Line,6086.77
2017-09-22,(22:00:00),Red Line,2399.46
2021-10-03,(15:30:00),Blue Line,628.3
2021-04-16,(09:00:00),Green Line,339.01
2020-01-06,(19:00:00),Orange Line,3006.45
2021-01-08,(21:30:00),Silver Line,55.5
2015-05-12,(16:30:00),Green Line,4039.96
2018-08-11,(01:30:00),Blue Line,6.0
2017-09-02,(23:00:00),Orange Line,1150.98
2016-08-30,(17:30:00),Orange Line,7574.610000000001
2019-04-19,(08:00:00),Red Line,9921.28
2015-08-30,(14:00:00),Red Line,3231.7799999999997
2020-10-21,(20:00:00),Red Line,701.42
2020-12-23,(08:00:00),Orange Line,1090.48
2014-08-10,(05:30:00),Green Line,85.45
2019-07-26,(05:00:00),Red Line,1503.86
2019-05-21,(09:00:00),Green Line,1679.69
2018-01-16,(09:00:00),Silver Line,262.5
2022-06-18,(12:30:00),Silver Line,86.5
2014-10-07,(21:30:00),Blue Line,446.4
2021-08-13,(20:00:00),Green Line,797.17
2015-08-23,(06:30:00),Blue Line,448.4
2020-06-04,(09:00:00),Silver Line,11.5
2014-07-24,(09:00:00),Blue Line,1647.1
2018-10-11,(07:30:00),Silver Line,363.7
2016-04-22,(19:30:00),Orange Line,2902.35
2021-06-15,(11:30:00),Red Line,1239.66
2020-06-30,(05:30:00),Blue Line,449.7
2022-06-22,(19:00:00),Green Line,1491.95
2019-09-10,(10:00:00),Orange Line,3357.55
2014-09-27,(06:00:00),Red Line,847.21
2016-12-14,(10:00:00),Green Line,1062.43
2017-04-18,(06:00:00),Orange Line,3253.29
2020-02-26,(22:30:00),Green Line,759.87
2016-02-04,(10:00:00),Orange Line,3444.88
2017-04-16,(12:00:00),Red Line,3755.88
2020-03-17,(18:00:00),Blue Line,358.8
2019-06-24,(22:00:00),Silver Line,189.3
2019-03-17,(21:00:00),Silver Line,95.9
2014-02-12,(02:00:00),Green Line,9.49
2020-11-24,(22:30:00),Green Line,175.14000000000001
2015-02-06,(10:30:00),Red Line,3403.37
2016-08-21,(13:30:00),Blue Line,988.2
2014-07-14,(03:00:00),Orange Line,4.0
2020-07-13,(12:00:00),Silver Line,27.2
2016-10-05,(04:00:00),Green Line,1.6800000000000002
2014-02-13,(20:00:00),Red Line,2292.11
2020-01-03,(08:00:00),Blue Line,2873.4
2022-04-13,(17:30:00),Blue Line,901.0
2017-08-12,(09:00:00),Silver Line,35.2
2022-01-01,(05:00:00),Orange Line,15.56
2021-01-20,(18:30:00),Red Line,855.85
2020-05-05,(11:30:00),Silver Line,13.2
2017-08-21,(20:00:00),Red Line,2710.01
2020-03-06,(00:00:00),Silver Line,92.7
2014-12-29,(23:00:00),Green Line,596.64
2016-06-21,(17:00:00),Blue Line,2868.4
2017-04-13,(13:30:00),Red Line,4369.07
2021-12-25,(10:30:00),Blue Line,163.1
2017-01-19,(11:00:00),Green Line,1052.88
2022-06-29,(04:30:00),Red Line,115.44
2016-07-12,(06:30:00),Green Line,974.8299999999999
2020-03-14,(19:30:00),Red Line,953.15
2015-09-18,(21:00:00),Orange Line,2548.3
2017-11-11,(11:30:00),Red Line,2541.75
2019-06-04,(10:30:00),Orange Line,2713.39
2018-04-23,(23:30:00),Orange Line,543.6
2020-08-12,(05:00:00),Silver Line,4.8
2017-01-20,(02:00:00),Blue Line,4.0
2017-07-03,(21:00:00),Green Line,1513.27
2014-10-28,(12:00:00),Red Line,3887.95
2017-12-10,(13:00:00),Blue Line,920.9
2021-05-01,(15:30:00),Green Line,1073.44
2014-06-19,(04:00:00),Green Line,0.34
2017-02-10,(00:00:00),Silver Line,48.5
2019-02-09,(11:30:00),Silver Line,95.8
2016-07-22,(22:00:00),Green Line,2425.9700000000003
2014-07-28,(19:00:00),Blue Line,757.5
2015-07-06,(14:00:00),Blue Line,1251.9
2017-01-22,(10:00:00),Silver Line,37.3
2014-10-20,(17:30:00),Orange Line,8395.73
2017-03-23,(03:30:00),Blue Line,5.0
2022-05-27,(02:30:00),Red Line,27.24
2020-02-08,(12:30:00),Red Line,2500.05
2019-03-10,(12:00:00),Red Line,1617.65
2015-08-02,(19:00:00),Orange Line,1881.5700000000002
2015-02-03,(15:00:00),Red Line,4322.75
2021-03-31,(03:30:00),Orange Line,1.9
2018-12-18,(16:30:00),Green Line,3831.58
2018-07-21,(19:00:00),Blue Line,2054.0
2015-04-22,(16:30:00),Red Line,9406.43
2015-12-10,(14:30:00),Green Line,2028.05
2021-09-12,(05:00:00),Silver Line,3.4
2019-02-11,(08:00:00),Red Line,14293.619999999999
2018-03-26,(13:30:00),Orange Line,3015.13
2015-03-21,(04:30:00),Red Line,39.24
2019-03-05,(17:00:00),Green Line,5472.68
2016-04-10,(19:30:00),Silver Line,148.2
2014-09-28,(15:00:00),Blue Line,1049.0
2014-07-28,(18:00:00),Blue Line,1146.8
2018-03-23,(15:00:00),Green Line,2633.88
2017-04-21,(08:00:00),Red Line,12497.39
2018-06-12,(16:00:00),Red Line,8314.7
2015-12-12,(21:00:00),Blue Line,507.7
2022-02-25,(12:30:00),Red Line,913.12
2014-06-13,(12:30:00),Blue Line,835.4
2020-05-31,(12:00:00),Red Line,343.55
2016-09-13,(01:30:00),Green Line,3.34
2014-09-18,(14:30:00),Silver Line,310.1
2017-09-25,(23:00:00),Blue Line,453.5
2017-07-14,(09:00:00),Green Line,1565.34
2020-10-05,(20:30:00),Silver Line,41.1
2014-02-16,(20:00:00),Red Line,2222.77
2016-02-29,(20:00:00),Silver Line,163.5
2015-02-14,(01:00:00),Orange Line,53.129999999999995
2016-09-27,(12:00:00),Silver Line,165.9
2014-08-27,(06:30:00),Orange Line,4051.58
2019-07-21,(06:00:00),Silver Line,16.4
2021-12-10,(20:00:00),Orange Line,1202.37
2016-12-15,(06:00:00),Orange Line,3539.09
2021-12-03,(05:30:00),Orange Line,897.27
2022-02-15,(20:00:00),Silver Line,58.3
2019-08-19,(11:30:00),Silver Line,136.3
2014-10-09,(02:00:00),Red Line,1.0
2018-02-20,(20:30:00),Silver Line,122.3
2016-05-14,(02:00:00),Green Line,0.34
2019-03-22,(16:00:00),Orange Line,6396.4400000000005
2020-04-24,(15:30:00),Blue Line,257.7
2016-11-25,(23:00:00),Silver Line,69.6
2016-10-06,(13:30:00),Blue Line,1193.5
2018-05-20,(21:00:00),Orange Line,1222.96
2017-08-07,(00:00:00),Blue Line,212.3
2017-03-25,(08:30:00),Green Line,545.5
2018-11-04,(20:00:00),Silver Line,131.1
2014-11-07,(21:30:00),Blue Line,506.7
2015-09-07,(19:00:00),Red Line,2502.74
2014-11-07,(02:30:00),Green Line,68.5
2022-03-24,(15:00:00),Green Line,1585.13
2018-10-23,(02:00:00),Blue Line,5.0
2022-04-02,(22:00:00),Red Line,981.28
2016-09-10,(14:00:00),Green Line,2071.28
2014-05-29,(21:30:00),Silver Line,145.7
2014-07-19,(23:30:00),Red Line,1488.61
2018-06-02,(09:00:00),Red Line,2219.41
2022-07-11,(07:30:00),Orange Line,3187.8
2015-12-28,(16:30:00),Orange Line,6502.39
2019-10-23,(20:00:00),Red Line,3065.41
2017-04-22,(20:30:00),Orange Line,1373.33
2022-06-09,(09:00:00),Orange Line,2029.29
2019-01-21,(16:00:00),Blue Line,770.5
2017-03-23,(08:30:00),Green Line,2569.44
2021-05-10,(02:00:00),Green Line,0.9199999999999999
2021-04-27,(01:30:00),Blue Line,8.2
2022-02-26,(08:30:00),Red Line,870.19
2018-10-22,(05:00:00),Silver Line,12.5
2018-11-13,(02:00:00),Orange Line,1.51
2016-08-06,(19:00:00),Red Line,2942.16
2014-10-27,(21:30:00),Orange Line,1611.55
2017-03-19,(00:00:00),Orange Line,276.37
2022-01-25,(16:00:00),Silver Line,177.3
2019-07-17,(04:00:00),Red Line,9.1
2020-12-03,(19:00:00),Red Line,906.26
2020-07-14,(04:00:00),Green Line,1.34
2021-09-22,(01:30:00),Red Line,5.0
2021-03-19,(23:30:00),Red Line,286.29
2015-07-28,(09:00:00),Green Line,1730.48
2015-11-13,(12:30:00),Green Line,1850.81
2017-02-27,(08:00:00),Green Line,2503.67
2016-05-06,(07:00:00),Red Line,8237.51
2014-06-04,(19:30:00),Orange Line,3009.88
2015-05-04,(17:30:00),Silver Line,914.0
2022-01-21,(01:00:00),Green Line,33.370000000000005
2017-12-20,(03:00:00),Red Line,2.0
2015-09-07,(23:30:00),Green Line,392.58
2020-06-12,(19:30:00),Blue Line,213.6
2019-08-21,(09:30:00),Blue Line,1458.5
2021-12-03,(19:30:00),Silver Line,217.8
2015-01-08,(00:30:00),Green Line,101.08
2022-01-09,(14:30:00),Silver Line,58.2
2021-09-24,(03:30:00),Blue Line,1.0
2017-02-15,(12:00:00),Orange Line,2795.89
2016-03-11,(20:30:00),Red Line,3017.69
2021-01-20,(03:00:00),Red Line,3.21
2020-03-04,(17:30:00),Red Line,9757.36
2020-11-26,(21:30:00),Green Line,108.55
2018-05-16,(16:30:00),Blue Line,2450.6
2014-11-26,(01:00:00),Blue Line,22.5
2017-02-10,(07:00:00),Silver Line,234.2
2015-03-08,(06:00:00),Green Line,196.53
2017-10-24,(17:30:00),Red Line,11366.0
2020-06-06,(08:30:00),Orange Line,240.79
